"year","island","island_olelo","county","county_olelo","species_group","ecosystem_type","exchange_value","exchange_value_formatted"
2019,"Hawaii","Hawaiʻi","Hawaii","Hawaiʻi","Herbivores","All Ecosystems",230850.1013204147,"$230,850"
2019,"Hawaii","Hawaiʻi","Hawaii","Hawaiʻi","Herbivores","Inshore — Reef",230850.1013204147,"$230,850"
2019,"Hawaii","Hawaiʻi","Hawaii","Hawaiʻi","Herbivores","Coastal — Open Ocean",0,"$0"
2019,"Kauai","Kauaʻi","Kauai","Kauaʻi","Herbivores","All Ecosystems",56681.66919341216,"$56,682"
2019,"Kauai","Kauaʻi","Kauai","Kauaʻi","Herbivores","Inshore — Reef",56681.66919341216,"$56,682"
2019,"Kauai","Kauaʻi","Kauai","Kauaʻi","Herbivores","Coastal — Open Ocean",0,"$0"
2019,"Lanai","Lānaʻi","Maui","Maui","Herbivores","All Ecosystems",6357.221906350321,"$6,357"
2019,"Lanai","Lānaʻi","Maui","Maui","Herbivores","Inshore — Reef",6357.221906350321,"$6,357"
2019,"Lanai","Lānaʻi","Maui","Maui","Herbivores","Coastal — Open Ocean",0,"$0"
2019,"Maui","Maui","Maui","Maui","Herbivores","All Ecosystems",100199.02023993357,"$100,199"
2019,"Maui","Maui","Maui","Maui","Herbivores","Inshore — Reef",100199.02023993357,"$100,199"
2019,"Maui","Maui","Maui","Maui","Herbivores","Coastal — Open Ocean",0,"$0"
2019,"Molokai","Molokaʻi","Maui","Maui","Herbivores","All Ecosystems",54470.23170205536,"$54,470"
2019,"Molokai","Molokaʻi","Maui","Maui","Herbivores","Inshore — Reef",54470.23170205536,"$54,470"
2019,"Molokai","Molokaʻi","Maui","Maui","Herbivores","Coastal — Open Ocean",0,"$0"
2019,"Oahu","Oʻahu","Honolulu","Honolulu","Herbivores","All Ecosystems",240455.55995033693,"$240,456"
2019,"Oahu","Oʻahu","Honolulu","Honolulu","Herbivores","Inshore — Reef",240455.55995033693,"$240,456"
2019,"Oahu","Oʻahu","Honolulu","Honolulu","Herbivores","Coastal — Open Ocean",0,"$0"
2020,"Hawaii","Hawaiʻi","Hawaii","Hawaiʻi","Herbivores","All Ecosystems",218694.72620524946,"$218,695"
2020,"Hawaii","Hawaiʻi","Hawaii","Hawaiʻi","Herbivores","Inshore — Reef",218694.72620524946,"$218,695"
2020,"Hawaii","Hawaiʻi","Hawaii","Hawaiʻi","Herbivores","Coastal — Open Ocean",0,"$0"
2020,"Kauai","Kauaʻi","Kauai","Kauaʻi","Herbivores","All Ecosystems",53704.89108938237,"$53,705"
2020,"Kauai","Kauaʻi","Kauai","Kauaʻi","Herbivores","Inshore — Reef",53704.89108938237,"$53,705"
2020,"Kauai","Kauaʻi","Kauai","Kauaʻi","Herbivores","Coastal — Open Ocean",0,"$0"
2020,"Lanai","Lānaʻi","Maui","Maui","Herbivores","All Ecosystems",6018.881929230931,"$6,019"
2020,"Lanai","Lānaʻi","Maui","Maui","Herbivores","Inshore — Reef",6018.881929230931,"$6,019"
2020,"Lanai","Lānaʻi","Maui","Maui","Herbivores","Coastal — Open Ocean",0,"$0"
2020,"Maui","Maui","Maui","Maui","Herbivores","All Ecosystems",94866.2924046035,"$94,866"
2020,"Maui","Maui","Maui","Maui","Herbivores","Inshore — Reef",94866.2924046035,"$94,866"
2020,"Maui","Maui","Maui","Maui","Herbivores","Coastal — Open Ocean",0,"$0"
2020,"Molokai","Molokaʻi","Maui","Maui","Herbivores","All Ecosystems",51571.25205036949,"$51,571"
2020,"Molokai","Molokaʻi","Maui","Maui","Herbivores","Inshore — Reef",51571.25205036949,"$51,571"
2020,"Molokai","Molokaʻi","Maui","Maui","Herbivores","Coastal — Open Ocean",0,"$0"
2020,"Oahu","Oʻahu","Honolulu","Honolulu","Herbivores","All Ecosystems",227478.09265657625,"$227,478"
2020,"Oahu","Oʻahu","Honolulu","Honolulu","Herbivores","Inshore — Reef",227478.09265657625,"$227,478"
2020,"Oahu","Oʻahu","Honolulu","Honolulu","Herbivores","Coastal — Open Ocean",0,"$0"
2021,"Hawaii","Hawaiʻi","Hawaii","Hawaiʻi","Herbivores","All Ecosystems",311461.50078201026,"$311,462"
2021,"Hawaii","Hawaiʻi","Hawaii","Hawaiʻi","Herbivores","Inshore — Reef",311461.50078201026,"$311,462"
2021,"Hawaii","Hawaiʻi","Hawaii","Hawaiʻi","Herbivores","Coastal — Open Ocean",0,"$0"
2021,"Kauai","Kauaʻi","Kauai","Kauaʻi","Herbivores","All Ecosystems",76494.69404953801,"$76,495"
2021,"Kauai","Kauaʻi","Kauai","Kauaʻi","Herbivores","Inshore — Reef",76494.69404953801,"$76,495"
2021,"Kauai","Kauaʻi","Kauai","Kauaʻi","Herbivores","Coastal — Open Ocean",0,"$0"
2021,"Lanai","Lānaʻi","Maui","Maui","Herbivores","All Ecosystems",8567.806321309687,"$8,568"
2021,"Lanai","Lānaʻi","Maui","Maui","Herbivores","Inshore — Reef",8567.806321309687,"$8,568"
2021,"Lanai","Lānaʻi","Maui","Maui","Herbivores","Coastal — Open Ocean",0,"$0"
2021,"Maui","Maui","Maui","Maui","Herbivores","All Ecosystems",135041.03075955022,"$135,041"
2021,"Maui","Maui","Maui","Maui","Herbivores","Inshore — Reef",135041.03075955022,"$135,041"
2021,"Maui","Maui","Maui","Maui","Herbivores","Coastal — Open Ocean",0,"$0"
2021,"Molokai","Molokaʻi","Maui","Maui","Herbivores","All Ecosystems",73411.05948085428,"$73,411"
2021,"Molokai","Molokaʻi","Maui","Maui","Herbivores","Inshore — Reef",73411.05948085428,"$73,411"
2021,"Molokai","Molokaʻi","Maui","Maui","Herbivores","Coastal — Open Ocean",0,"$0"
2021,"Oahu","Oʻahu","Honolulu","Honolulu","Herbivores","All Ecosystems",323602.7776395123,"$323,603"
2021,"Oahu","Oʻahu","Honolulu","Honolulu","Herbivores","Inshore — Reef",323602.7776395123,"$323,603"
2021,"Oahu","Oʻahu","Honolulu","Honolulu","Herbivores","Coastal — Open Ocean",0,"$0"
2022,"Hawaii","Hawaiʻi","Hawaii","Hawaiʻi","Herbivores","All Ecosystems",137357.61548313274,"$137,358"
2022,"Hawaii","Hawaiʻi","Hawaii","Hawaiʻi","Herbivores","Inshore — Reef",137357.61548313274,"$137,358"
2022,"Hawaii","Hawaiʻi","Hawaii","Hawaiʻi","Herbivores","Coastal — Open Ocean",0,"$0"
2022,"Kauai","Kauaʻi","Kauai","Kauaʻi","Herbivores","All Ecosystems",33744.988117901325,"$33,745"
2022,"Kauai","Kauaʻi","Kauai","Kauaʻi","Herbivores","Inshore — Reef",33744.988117901325,"$33,745"
2022,"Kauai","Kauaʻi","Kauai","Kauaʻi","Herbivores","Coastal — Open Ocean",0,"$0"
2022,"Lanai","Lānaʻi","Maui","Maui","Herbivores","All Ecosystems",3773.8306074254215,"$3,774"
2022,"Lanai","Lānaʻi","Maui","Maui","Herbivores","Inshore — Reef",3773.8306074254215,"$3,774"
2022,"Lanai","Lānaʻi","Maui","Maui","Herbivores","Coastal — Open Ocean",0,"$0"
2022,"Maui","Maui","Maui","Maui","Herbivores","All Ecosystems",59481.03353727151,"$59,481"
2022,"Maui","Maui","Maui","Maui","Herbivores","Inshore — Reef",59481.03353727151,"$59,481"
2022,"Maui","Maui","Maui","Maui","Herbivores","Coastal — Open Ocean",0,"$0"
2022,"Molokai","Molokaʻi","Maui","Maui","Herbivores","All Ecosystems",32335.103386187096,"$32,335"
2022,"Molokai","Molokaʻi","Maui","Maui","Herbivores","Inshore — Reef",32335.103386187096,"$32,335"
2022,"Molokai","Molokaʻi","Maui","Maui","Herbivores","Coastal — Open Ocean",0,"$0"
2022,"Oahu","Oʻahu","Honolulu","Honolulu","Herbivores","All Ecosystems",142303.00684317973,"$142,303"
2022,"Oahu","Oʻahu","Honolulu","Honolulu","Herbivores","Inshore — Reef",142303.00684317973,"$142,303"
2022,"Oahu","Oʻahu","Honolulu","Honolulu","Herbivores","Coastal — Open Ocean",0,"$0"
